id,iso_language_code,created_at,screen_name,text,location,favorite_count,retweet_count,queried_at,company
1353424289173794816,nl,2021-01-24 19:27:50.000000,BlendleNL,"🏆 Vandaag het best gelezen op Blendle:

De column van @OzcanAkyol in het @ADnl over veilig stemmen tijdens de verki… https://t.co/66Xe0G5ApQ",Utrecht,1,0,2021-01-26 16:57:07.318264,blendle
1353412400112750592,nl,2021-01-24 18:40:36.000000,upstairs60,Lees dit artikel uit VIVA: ‘Ik dronk alleen in het weekend en toch was ik verslaafd ’ https://t.co/4sufyqj0al,Holland,0,0,2021-01-26 16:57:07.318276,blendle
1353347304351293441,nl,2021-01-24 14:21:55.000000,CatwheelNL,Lees dit artikel uit AD: Stemmen https://t.co/FZ08g1LgmS,,0,0,2021-01-26 16:57:07.318287,blendle
1353341833447960578,nl,2021-01-24 14:00:11.000000,rudinq_,@AlexanderNL Geen Blendle meer op je tel @AlexanderNL?,🇺🇸 + 🇳🇱,0,0,2021-01-26 16:57:07.318299,blendle
1353336322623217664,und,2021-01-24 13:38:17.000000,nyyls369,@rsi99 @ulfposh @dieLinke @WELTAMSONNTAG @Blendle :),,0,0,2021-01-26 16:57:07.318310,blendle
1353324436074729472,nl,2021-01-24 12:51:03.000000,jacobienvWvB,"Lieve mensen,
Ondersteun de plaatselijke boekhandel door niet online te bestellen maar bij hen!  https://t.co/N6T090AZK5",Apeldoorn,0,0,2021-01-26 16:57:07.318321,blendle
1353319082389594113,de,2021-01-24 12:29:47.000000,RaffiReithofer,"Sind diese die hässlichen Bilder, von denen @sebastiankurz einst gesprochen hat? Man sollte die Dinge wohl eher bei… https://t.co/6qBKEUCnRj",Steiermark,1,0,2021-01-26 16:57:07.318332,blendle
1353309483850735617,nl,2021-01-24 11:51:38.000000,bewustinbedrijf,Een verhelderend maar ook schrijnend artikel in de Volkskrant voor wie wil begrijpen hoe het komt dat er zo vaak fo… https://t.co/q39lh3XgSS,"Arnhem, Netherlands",0,0,2021-01-26 16:57:07.318343,blendle
1353298441900879873,nl,2021-01-24 11:07:46.000000,josvanwijk,"Gooi de DSM overboord! 
Lees dit artikel uit de Volkskrant: Last van het verkeerde label https://t.co/eaDmtFtTF5",,0,0,2021-01-26 16:57:07.318355,blendle
1353296199344926723,nl,2021-01-24 10:58:51.000000,JanHenk038,Lees dit artikel uit de Volkskrant: 'Last van het verkeerde label' https://t.co/pKNPwPth8P,"Blijdorp, Rotterdam",2,0,2021-01-26 16:57:07.318384,blendle
1353287273534660608,nl,2021-01-24 10:23:23.000000,HansdeClercq,"Macht corrumpeert taal, poëzie zuivert haar. Wellicht was Gormans voordracht geen poëzie voor de eeuwigheid, maar w… https://t.co/6XKQiqO21u",,1,0,2021-01-26 16:57:07.318396,blendle
1353285307899277312,nl,2021-01-24 10:15:34.000000,Patrick024,"Echt stuitend hoe media mannen en vrouwen in de politiek verschillend aanpakken! 

Lees dit artikel uit de Volkskra… https://t.co/7DDrcloty2",Ewijk - Nijmegen ,0,0,2021-01-26 16:57:07.318408,blendle
1353278878811357184,de,2021-01-24 09:50:02.000000,arnoxcao,@dergazetteur blendle ist tbh zu teuer und umfasst nur print oder?,Neukölln,7,0,2021-01-26 16:57:07.318419,blendle
1353273716034179072,en,2021-01-24 09:29:31.000000,dergazetteur,@arnoxcao Blendle?,,5,0,2021-01-26 16:57:07.318431,blendle
1353261095360864256,nl,2021-01-24 08:39:22.000000,VioletFalkenbur,Lees dit artikel uit de Volkskrant: De vaccinexpert die een lont aansteekt https://t.co/XzNlQ36IdS,"Laren, Nederland",2,0,2021-01-26 16:57:07.318442,blendle
1353258137961291777,nl,2021-01-24 08:27:37.000000,Lodewijck2,"Wanneer men in ⁦@deNLggz⁩ land niet weet wat de patiënt mankeert, grijpt men naar de DSM, immers worden behandeling… https://t.co/IVL838Wzc0",Citizen of the world,2,2,2021-01-26 16:57:07.318453,blendle
1353213964067418113,en,2021-01-24 05:32:05.000000,holofiche,Read this article from Chicago Tribune: Six minutes of poetry https://t.co/NXUPSZAGTZ,,0,0,2021-01-26 16:57:07.318464,blendle
1353171799266177025,nl,2021-01-24 02:44:32.000000,ReneDamkot,"Blendle. Bestaat dat nog?
Wauw. https://t.co/kMSu1hwVgj","iPhone: 52.221008,6.895315",4,0,2021-01-26 16:57:07.318476,blendle
1353130151849177093,nl,2021-01-23 23:59:02.000000,BobMaasNL,@vandervlies @stadsbewonor @BowineMichel @antonhein @roos020 @Blendle Ik was altijd van Langs de lijn en Radio Tour… https://t.co/a7SzvzAkiS,Amsterdam,2,0,2021-01-26 16:57:07.318487,blendle
1353128795948126213,en,2021-01-23 23:53:39.000000,BobMaasNL,@vandervlies @stadsbewonor @BowineMichel @antonhein @roos020 @Blendle Precies!,Amsterdam,0,0,2021-01-26 16:57:07.318499,blendle
1353128544768053249,nl,2021-01-23 23:52:39.000000,vandervlies,@BobMaasNL @stadsbewonor @BowineMichel @antonhein @roos020 Blankenstein. Z’n zoon startte @Blendle,Amsterdam,1,0,2021-01-26 16:57:07.318510,blendle
1353060517665886212,nl,2021-01-23 19:22:20.000000,ThomasVerfuss,Lees dit artikel uit De Groene Amsterdammer: ‘We moeten elkaar meer aanspreken’ https://t.co/MoowvlnN7i,The Hague,0,0,2021-01-26 16:57:07.318521,blendle
1353038507426639873,nl,2021-01-23 17:54:53.000000,ReneWaning,@SjoerdMouissie @dvdeijk @annefleurdd @ndnl Blijft overigens wel jammer dat Blendle in de oude vorm niet meer besta… https://t.co/MIKS0vd7es,Apeldoorn,1,0,2021-01-26 16:57:07.318542,blendle
1353010714156396544,nl,2021-01-23 16:04:26.000000,GvanR,Lees dit artikel uit Trouw: Geen toegang zonder bewijs van inenting is foute ingreep https://t.co/BlIU3KbdxY,Wijhe,0,0,2021-01-26 16:57:07.318553,blendle
1353007498366693378,nl,2021-01-23 15:51:39.000000,HeldenMagazine,"Nu een break inlassen is een moedig en inspirerend besluit. We wensen Tom veel geluk in zijn zoektocht 🙏

Lees hier… https://t.co/5ZjueQrwOa",Nederland,5,2,2021-01-26 16:57:07.318566,blendle
1352960188807065600,nl,2021-01-23 12:43:40.000000,FritsBroos,Lees dit artikel uit Trouw: De oudste democratie is ook de democratie met de oudste politici https://t.co/lmMbCKto4K https://t.co/LcTfYMiIbA,Zeeland,0,0,2021-01-26 16:57:07.318577,blendle
1352939427811762176,nl,2021-01-23 11:21:10.000000,cuijperscor,Lees dit artikel uit De Kanttekening: Het CDA Limburg moet direct de samenwerking met de PVV stoppen https://t.co/CQDEYIGtiF,,0,0,2021-01-26 16:57:07.318588,blendle
1352931480109019138,nl,2021-01-23 10:49:35.000000,AlidaBos,Lees dit artikel uit de Volkskrant: Van de luwte naar de storm https://t.co/A2S8szGpIb,"Netherlands, Leiden",0,0,2021-01-26 16:57:07.318599,blendle
1352921096295768066,nl,2021-01-23 10:08:20.000000,bvdhaterd,"@Leendert_Bos Als je uit gaat van de situatie nu, ja. Maar als je de historie kent van uitgevers en hun gevechten t… https://t.co/Qa1Me2xEn7",Soest,0,0,2021-01-26 16:57:07.318610,blendle
1352919656911298561,nl,2021-01-23 10:02:36.000000,chgroenhuijsen,"Goed artikel in #Trouw over vergrijsde politieke elite in #Washington.
Bejaarde pluche-klevers met overdaad aan zev… https://t.co/Dv8hqIKdbc","Utrecht, The Netherlands",4,3,2021-01-26 16:57:07.318621,blendle
1352916826896932864,nl,2021-01-23 09:51:22.000000,nicolieneb,Transparantie geeft vertrouwen... Lees dit artikel uit de Volkskrant: Van de luwte naar de storm https://t.co/LnibuzYrS3,Delfgauw / Rotterdam,0,0,2021-01-26 16:57:07.318632,blendle
1352891348395945985,no,2021-01-23 08:10:07.000000,MarkRaijmakers,Beste Mark Rutte https://t.co/WPSAGYOpsx,Den Haag,0,0,2021-01-26 16:57:07.318642,blendle
1352816220848992256,en,2021-01-23 03:11:35.000000,TheServiceConn1,SERVICE CONNECTED: FBI Continues to Zero-In on Masterminds of Deadly Seditious Assault on U.S. Capitol that Resulte… https://t.co/vUQywQUxv7,,0,0,2021-01-26 16:57:07.318654,blendle
1352725219417464834,de,2021-01-22 21:09:59.000000,einfach_thomas,@KaiserKaro Blendle habe ich für sowas genutzt,Region Hannover,0,0,2021-01-26 16:57:07.318664,blendle
1352722999909249024,de,2021-01-22 21:01:10.000000,jnvnnbnn,"@KaiserKaro Blendle bietet nicht alle, aber viele Artikel aus vielen Zeitungen, Zeitschriften",Deutschland,0,0,2021-01-26 16:57:07.318684,blendle
1352722763539165184,de,2021-01-22 21:00:13.000000,Nember,"@KaiserKaro ""Blendle"" war mal sowas. Aber keine Ahnung, ob es das noch gibt bzw. wie groß das Sortiment ist.","Hamburg, Deutschland",0,0,2021-01-26 16:57:07.318696,blendle
1352666929706770434,nl,2021-01-22 17:18:22.000000,Wilcorkes,Honderden vogels dood door windmolens... Lees dit artikel uit New Scientist: Een klap van de molen https://t.co/HmO40Yv1s6,,0,0,2021-01-26 16:57:07.318706,blendle
1352615482667524096,nl,2021-01-22 13:53:56.000000,135mm_EHV,"Net gelezen op Blendle: 'Blijf thuis', is het motto. Toch gaat ruim tweederde van de werkenden naar de zaak.(...) ""… https://t.co/fqeNqXicOq",Eindhoven,9,3,2021-01-26 16:57:07.318717,blendle
1352615466066464770,de,2021-01-22 13:53:52.000000,Afelia,"@SidneyGennies @sappkookfreten @Tagesspiegel @focusonline Danke! Heute ist so wenig auf blendle zu finden, dass der Hinweis es wert ist!",Münster,2,0,2021-01-26 16:57:07.318728,blendle
1352613682577072130,de,2021-01-22 13:46:46.000000,SidneyGennies,@sappkookfreten @Afelia @Tagesspiegel @focusonline Hier gibt's den Artikel einzeln für ein paar Cent zu kaufen  https://t.co/iQjikF97vd,Berlin,5,0,2021-01-26 16:57:07.318739,blendle
1352609130394038278,de,2021-01-22 13:28:41.000000,smrqdt,"@lsanoj Leider nicht alle, aber häufig findet man die Artikel auf Blendle","Kladow, Berlin, Europe",0,0,2021-01-26 16:57:07.318750,blendle
1352602130360770561,de,2021-01-22 13:00:52.000000,Scaramouche1989,@JRehborn @nutellaberliner Auf Blendle ist er auch nicht...-.-,"Regensburg, Bayern",0,0,2021-01-26 16:57:07.318761,blendle
1352593496826400775,de,2021-01-22 12:26:34.000000,UEndruscheit,"@ImmerElsepe @Draugr @gwup @derspiegel @c_drosten Schaut mal auf Seiten wie Blendle oder iKiosk, da gibts noch manc… https://t.co/NYkp5Byzr2","Essen, Nordrhein-Westfalen",0,0,2021-01-26 16:57:07.318771,blendle
1352584191125422080,nl,2021-01-22 11:49:35.000000,jjtbsomhorst,@jeroenhorlings @volkskrant Is een abonnee only artikel. Misschien dat ik mijn oude blendle account nog eens aanslinger...,Arnhem,0,0,2021-01-26 16:57:07.318782,blendle
1352583331603480576,nl,2021-01-22 11:46:10.000000,Jopinie,@dupays @mkeulemans @vk Bij de concurrent: https://t.co/Z27ZqgCQ2B,Amsterdam,2,0,2021-01-26 16:57:07.318792,blendle
1352577457438806017,nl,2021-01-22 11:22:50.000000,Mopperwezen,De Paniek van 1873 veranderde Amerika https://t.co/YFthrYPT8O,"Amsterdam, Nederland",0,0,2021-01-26 16:57:07.318804,blendle
1352574330329309184,nl,2021-01-22 11:10:24.000000,Security_Advies,"Massa's vaccins, waarom verloopt het prikken toch zo traag? Laten we 16 uur per dag spuiten!!! https://t.co/bOo3c2Y62g","Den Haag, NL",0,0,2021-01-26 16:57:07.318814,blendle
1352571674986770434,nl,2021-01-22 10:59:51.000000,CatwheelNL,Lees dit artikel uit De Groene Amsterdammer: ‘We moeten elkaar meer aanspreken’ https://t.co/9GyNHEvyZV,,0,0,2021-01-26 16:57:07.318825,blendle
1352567555806916608,nl,2021-01-22 10:43:29.000000,CatwheelNL,Lees dit artikel uit Trouw: Van wie is de Nijl? https://t.co/dDNL7cTRdE,,0,0,2021-01-26 16:57:07.318836,blendle
1352537669428011008,nl,2021-01-22 08:44:43.000000,nickklaessens,"'Elke dag drinken, maar minder dan voorheen. Dat is voor je hersenen een te zware klus.' 
(@JANmagazineNL, januari… https://t.co/nxEKGlOl02","Haarlem, Nederland",0,0,2021-01-26 16:57:08.163699,blendle
1352524690208792577,nl,2021-01-22 07:53:09.000000,M_Kuipers,"Toen ik Zuid Soedan werkte vertelden de boeren over de droogte die ontstond na de Assoean dam, hun veekuddes werden… https://t.co/c36ycOGX0U",Wageningen,1,1,2021-01-26 16:57:08.163741,blendle
1352523659978682368,de,2021-01-22 07:49:03.000000,OliverBWeber,Johann Hinrich Claussen rezensiert Hans Joas Widerrede zur Habermasschen Erzählung einer »vermeintlichen Alternativ… https://t.co/s2nFvKSlra,oliver@5webers.de,3,0,2021-01-26 16:57:08.163767,blendle
1352512689256468480,nl,2021-01-22 07:05:28.000000,NieuweRevu,"BLENDLE KLASSIEKER: Deze week getipt door Alexander Klöpping en consorten als Blendle Klassieker, dit verhaal over… https://t.co/Yqwjmy7lDa",,0,0,2021-01-26 16:57:08.163792,blendle
1352511287226470400,nl,2021-01-22 06:59:53.000000,pimcbe,Schade COVID-19 ongeveer 10 triljard euro over de hele wereld.  https://t.co/HtqaFo2kyM,"Amsterdam, Mumbai, Sao Paolo,",0,0,2021-01-26 16:57:08.163815,blendle
1352508157323579393,nl,2021-01-22 06:47:27.000000,marijnfietst,"@Marloes Nee 🙄
Want ‘Ondernemingsvrijheid is een fundamenteel recht’. 
Ik weet het goed gemaakt: als dat zo is, sta… https://t.co/2yTJyY0bSv","Zwolle, Overijssel",12,0,2021-01-26 16:57:08.163837,blendle
1352505610080817152,nl,2021-01-22 06:37:20.000000,nicolieneb,Lees dit artikel uit Vrij Nederland: Beste Mark https://t.co/58QGCSQRe5,Delfgauw / Rotterdam,0,0,2021-01-26 16:57:08.163860,blendle
1352499988782309376,nl,2021-01-22 06:15:00.000000,BlendleNL,Wat als Rutte wordt herkozen? Deze schrijvers blikken vooruit. ‘Het is nog geen nalatenschap voor de geschiedenisbo… https://t.co/x9mPKByI0J,Utrecht,1,0,2021-01-26 16:57:08.163884,blendle
1352491935785598976,nl,2021-01-22 05:43:00.000000,BlendleNL,"Waarom we achterlopen op ons vaccinplan (terwijl de voorraad uitpuilt) (@ADnl)

👉 https://t.co/XenJ3MjKuQ https://t.co/SOA3nSFtl4",Utrecht,1,0,2021-01-26 16:57:08.163907,blendle
1352467734320140288,und,2021-01-22 04:06:50.000000,kannapoix,https://t.co/52LTioAbQf,Tokyo,0,0,2021-01-26 16:57:08.163929,blendle
1352467637830176770,ja,2021-01-22 04:06:27.000000,kannapoix,Blendle は UX すごい良くて、いちいち記事を購入するか確認されず、自動で課金される。でも間違えて開いてしまっても、すぐ閉じれば、課金はされない。まあユーザーのためだけではなく、サービスとしてもこのような体験のほうが記事は売れるだろうか win-win なのかな。,Tokyo,3,1,2021-01-26 16:57:08.163951,blendle
